username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
juliaaim;2017-10-28 16:16;0;0;"My awesome ladies making me so proud! #aimbyjuliag #juliagorchakova #latindress @Bellagio Las… https://www. instagram.com/p/Baz034GDT6c/";;@Bellagio;#aimbyjuliag #juliagorchakova #latindress;"924414669342646272";https://twitter.com/juliaaim/status/924414669342646272
chrisgoe1;2017-10-28 16:15;0;0;"Evan got his Minions Kevin costume for Halloween from http:// Amazon.com . He… https://www. instagram.com/p/Baz00tADOR4o PqBnjv8Rij3J-7r30J5lK6rYDE0/ …";;;;"924414333030985728";https://twitter.com/chrisgoe1/status/924414333030985728
juliaaim;2017-10-28 16:14;0;0;"Check out this hip action on Holly Ann! #cubanmotion #aimbyjuliag #latindress @McCarran… https://www. instagram.com/p/Baz0e6YD4Kw/";;@McCarran;#cubanmotion #aimbyjuliag #latindress;"924414036321734656";https://twitter.com/juliaaim/status/924414036321734656
djinfo1;2017-10-28 16:14;0;0;"#graffiti info1 no1 I #lasvegas @sharpie having fun @Fashion Show https://www. instagram.com/p/Baz0lW7l26n/";;@sharpie @Fashion;#graffiti #lasvegas;"924414035855945728";https://twitter.com/djinfo1/status/924414035855945728
HorrorVixen__;2017-10-28 16:14;3;20;".. .. .. @Pearl Concert Theater at the Palms https://www. instagram.com/p/Baz0sKln9pI/";;@Pearl;;"924414027878584322";https://twitter.com/HorrorVixen__/status/924414027878584322
breschim;2017-10-28 16:13;0;0;"Just kidding, Vegas, I want my money back now please @The Cosmopolitan of Las Vegas https://www. instagram.com/p/Baz0nf_Dwye/";;@The;;"924413888942055424";https://twitter.com/breschim/status/924413888942055424
fityak;2017-10-28 16:12;0;0;"#Halloween #preparty #kickoff ! #LasVegas #fun #peoplewatching #freemontstreet @Fremont Street… https://www. instagram.com/p/Baz0gnmh7OD/";;@Fremont;#Halloween #preparty #kickoff #LasVegas #fun #peoplewatching #freemontstreet;"924413634507309056";https://twitter.com/fityak/status/924413634507309056
talonreid;2017-10-28 16:12;0;0;"O-H!!! THATS HOW WE DO BITCHES!!! WOOOO!!! @Las Vegas (airport) https://www. instagram.com/p/Baz0gAWj6Yi/";;@Las;;"924413621051957248";https://twitter.com/talonreid/status/924413621051957248
juliaaim;2017-10-28 16:11;0;0;"My Artistry In Motion Designs team making me so proud! #aimbyjuliag #juliagorchakova … https://www. instagram.com/p/Baz0XmMDwlm/";;;#aimbyjuliag #juliagorchakova;"924413320823824389";https://twitter.com/juliaaim/status/924413320823824389
Vegas_Promoter;2017-10-28 16:09;0;0;"#GotDom ? Epic #lavobrunch party! 100’s of pics and Videos! New setup this year is epic! 2… https://www. instagram.com/p/Bazz--rl5ui/";;;#GotDom #lavobrunch;"924412909651886083";https://twitter.com/Vegas_Promoter/status/924412909651886083
Rebelax702;2017-10-28 16:09;0;0;"Q&A with the Pros!!! #LVLaxShow @Cashman Center https://www. instagram.com/p/Baz0LHbBDTr/";;@Cashman;#LVLaxShow;"924412904425836544";https://twitter.com/Rebelax702/status/924412904425836544
XanderXero;2017-10-28 16:09;0;0;"#BabyGroot and #Ted . I dunno why they're #giant . And a #unicorn . #RickSanchez #RickAndMorty … https://www. instagram.com/p/Baz0K7TFk1Y/";;;#BabyGroot #Ted #giant #unicorn #RickSanchez #RickAndMorty;"924412891452837889";https://twitter.com/XanderXero/status/924412891452837889
Letzgitit;2017-10-28 16:08;0;0;"Scary Halloween Weekend! #halloween http:// LetsGitIt.com Who are you? Join us ASAP ok #letzgitit … https://www. instagram.com/p/Baz0BKhHhwh/";;;#halloween #letzgitit;"924412558743703553";https://twitter.com/Letzgitit/status/924412558743703553
Vegas_Promoter;2017-10-28 16:07;0;0;"Epic #lavobrunch party! 100’s of pics and Videos! New setup this year is epic! 2 levels! All… https://www. instagram.com/p/Bazz2tqFXtg/";;;#lavobrunch;"924412338186305536";https://twitter.com/Vegas_Promoter/status/924412338186305536
loveemeharddxx;2017-10-28 16:06;0;0;"I’m Luke Skywalking on you haters, CELEBRATE everyday like a birthday #miguel #love #music … https://www. instagram.com/p/Bazz0hWFrNT/";;;#miguel #love #music;"924412125321285638";https://twitter.com/loveemeharddxx/status/924412125321285638
Vegas_Promoter;2017-10-28 16:06;0;0;"Epic #lavobrunch party! 100’s of pics and Videos! New setup this year is epic! 2 levels! All… https://www. instagram.com/p/Bazzp5TF5L9/";;;#lavobrunch;"924412021512085504";https://twitter.com/Vegas_Promoter/status/924412021512085504
ccfdland;2017-10-28 16:05;0;0;"I'm at Smith's in Las Vegas, NV https://www. swarmapp.com/c/h4jBMfXcF7h";;;;"924411893913149440";https://twitter.com/ccfdland/status/924411893913149440
TexasMedic66;2017-10-28 16:05;0;0;"I have to blame #edlundfamily for pics of apples which led to the… https://www. instagram.com/p/BazzsqIhD27l bqaU9KCBAT1zrZ7_l3w6pDMvK00/ …";;;#edlundfamily;"924411845917790209";https://twitter.com/TexasMedic66/status/924411845917790209
rmg1;2017-10-28 16:04;0;1;"On the check-in game!!! dj_jaybling tonight Vanity nightclub Hard Rock Casino #jaybling #TMT … https://www. instagram.com/p/Bazzn4VhKUu/";;;#jaybling #TMT;"924411690594197505";https://twitter.com/rmg1/status/924411690594197505
br_webb;2017-10-28 16:03;0;2;"FAN-tastic pool boys! #HomoCultureTour . . . . . . #HomoCulture #instagay #gaygram #gayboys … https://www. instagram.com/p/BazzD1oHC-V/";;;#HomoCultureTour #HomoCulture #instagay #gaygram #gayboys;"924411274225582080";https://twitter.com/br_webb/status/924411274225582080
SirKaneLocsta;2017-10-28 16:01;0;0;"Just posted a video @Enterprise, Nevada https://www. instagram.com/p/BazyeGVFCltd dZmgG2KxE8uP4HmF3cbjK_7TDQ0/ …";;@Enterprise;;"924410870452535296";https://twitter.com/SirKaneLocsta/status/924410870452535296
MickyDymond;2017-10-28 16:00;0;0;"Set up for the #sema #sema2017 #asanti #wheelpros #vegas #allaccessstaging @Las Vegas, Nevada https://www. instagram.com/p/BazzDtzg38k/";;@Las;#sema #sema2017 #asanti #wheelpros #vegas #allaccessstaging;"924410454440599552";https://twitter.com/MickyDymond/status/924410454440599552
thebalanceguru;2017-10-28 15:59;0;0;"Some of my lessons with gravity . . . @toptrainercom … https://www. instagram.com/p/Bazy7ZYnm99/";;@toptrainercom;;"924410404817768450";https://twitter.com/thebalanceguru/status/924410404817768450
kellydecolati;2017-10-28 15:59;0;5;"What a great time today at the #lesmills quarterly & my #Lvac family #fitfam #fitness #fittribe … https://www. instagram.com/p/BazzAUtjbDT/";;;#lesmills #Lvac #fitfam #fitness #fittribe;"924410326967291904";https://twitter.com/kellydecolati/status/924410326967291904
nethbriones;2017-10-28 15:58;0;0;"#thenarrows #44degreewater #canyoneering #templeofsinawava #zionnationalpark @Narrows, Zion… https://www. instagram.com/p/Bazy4wllLQS/";;@Narrows;#thenarrows #44degreewater #canyoneering #templeofsinawava #zionnationalpark;"924410072649818112";https://twitter.com/nethbriones/status/924410072649818112
r_d_johnson;2017-10-28 15:57;0;0;"Gordon Ramsay @Gordon Ramsay Pub & Grill at Caesar's Palace https://www. instagram.com/p/Bazy1CTlybx/";;@Gordon;;"924409937622642689";https://twitter.com/r_d_johnson/status/924409937622642689
SherryPCMO;2017-10-28 15:56;0;0;"I'm at The Mirage Hotel & Casino - @themiragelv in Las Vegas, NV https://www. swarmapp.com/c/2KBGofCFybV";;@themiragelv;;"924409677831639040";https://twitter.com/SherryPCMO/status/924409677831639040
B1G_SHAWN;2017-10-28 15:55;0;0;"And the strength of the wolf is the pack @Ceaser's Palace https://www. instagram.com/p/BazykPHjB2z/";;@Ceaser;;"924409367331557376";https://twitter.com/B1G_SHAWN/status/924409367331557376
harleywine1;2017-10-28 15:55;0;1;"Thank you @niagaramarmiton for the surprise bottle of icewine from… https://www. instagram.com/p/Bazyhwdh7Ob7 NU39w9EtaK1mISHxBcizpZfB5I0/ …";;@niagaramarmiton;;"924409284200239104";https://twitter.com/harleywine1/status/924409284200239104
cobertrarroll;2017-10-28 15:55;0;0;"Always gotta check out what the Bellagio has thrown together. #peacock #hehe #vegas @Bellagio… https://www. instagram.com/p/BazygNRj8di/";;@Bellagio;#peacock #hehe #vegas;"924409231654100992";https://twitter.com/cobertrarroll/status/924409231654100992
JoanPaulBerthi;2017-10-28 15:54;0;0;"Último relax del viaje. (@Excalibur Pool in Las Vegas, NV) https://www. swarmapp.com/c/bRVrsaIydkL pic.twitter.com/oEGKQA2ELD";;@Excalibur;;"924409128944046080";https://twitter.com/JoanPaulBerthi/status/924409128944046080
