username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
smoothbrides;2017-10-29 16:54;0;0;"Sparkle #urbandecay #maccosmetics #smoothbrides #hairstyles #makeupartist #smoothbrides … https://www. instagram.com/p/Ba2eHWaHmAY/";;;#urbandecay #maccosmetics #smoothbrides #hairstyles #makeupartist #smoothbrides;"924786596582375424";https://twitter.com/smoothbrides/status/924786596582375424
JamBandPurist;2017-10-29 16:54;0;1;"Things can get strange on Fremont at 4 am after a Widespread Panic show... @jambandpurist … https://www. instagram.com/p/Ba2eGEUgLqI/";;@jambandpurist;;"924786553162940416";https://twitter.com/JamBandPurist/status/924786553162940416
KG_goncalvezk;2017-10-29 16:53;0;0;"quiero vivir a tu lado lo que quede por vivir @BrnoCiuffetelli luna en Las Vegas, Nevada https://www. instagram.com/p/Ba2d-sjgBvb/";;@BrnoCiuffetelli;;"924786305082576897";https://twitter.com/KG_goncalvezk/status/924786305082576897
dyanna1231;2017-10-29 16:53;0;0;"How about them Cowboys #dallascowboys @Thomas & Mack Center https://www. instagram.com/p/Ba2d-P3gVm4/";;@Thomas;#dallascowboys;"924786300120682496";https://twitter.com/dyanna1231/status/924786300120682496
smoothbrides;2017-10-29 16:53;0;0;"#bridalparty #makeup #smoothbrides #LasVegas #weddingwire #weddings #kellymoore makeup-artist @… https://www. instagram.com/p/Ba2d9gwnAEC/";;@;#bridalparty #makeup #smoothbrides #LasVegas #weddingwire #weddings #kellymoore;"924786266746404865";https://twitter.com/smoothbrides/status/924786266746404865
JcLaSh;2017-10-29 16:53;0;0;"I had SO MUCH FUN on stage today. What a great group! @Thomas & Mack Center https://www. instagram.com/p/Ba2d7CGFQwJ/";;@Thomas;;"924786179148517376";https://twitter.com/JcLaSh/status/924786179148517376
Add_hairmakeup;2017-10-29 16:51;3;1;"#bts foodquesttv cookingchannel @TheKimAlexis #RobinLeach #vegasglamsquad #food #cooking … https://www. instagram.com/p/Ba2drMglDFO/";;@TheKimAlexis;#bts #RobinLeach #vegasglamsquad #food #cooking;"924785852647030784";https://twitter.com/Add_hairmakeup/status/924785852647030784
jillianwiley1;2017-10-29 16:51;0;0;"First you lick me, drink Brooke and then suck Bree @Centennial Hills Park https://www. instagram.com/p/Ba2dulPHfVl/";;@Centennial;;"924785748448071681";https://twitter.com/jillianwiley1/status/924785748448071681
DyegoBelisario;2017-10-29 16:50;0;0;"Start your engines!! em The SEMA Show https://www. instagram.com/p/Ba2doFXFs25/";;;;"924785526972059650";https://twitter.com/DyegoBelisario/status/924785526972059650
JcLaSh;2017-10-29 16:49;0;1;"I had SO MUCH FUN on stage today. What a great group! @Thomas & Mack Center https://www. instagram.com/p/Ba2dkDMlV-X/";;@Thomas;;"924785392200458241";https://twitter.com/JcLaSh/status/924785392200458241
djinfo1;2017-10-29 16:49;0;0;"You whont to be her guy pay the prise like her dad and not even plugging her mom in or… https://www. instagram.com/p/Ba2dUjVl6FL/";;;;"924785284574777344";https://twitter.com/djinfo1/status/924785284574777344
JamieJayPagan;2017-10-29 16:48;0;1;"#selfiesunday ... feels like an age since I’ve trained!! . Can’t wait to get back after Vegas… https://www. instagram.com/p/Ba2daxHFD2H/";;;#selfiesunday;"924785066986885122";https://twitter.com/JamieJayPagan/status/924785066986885122
Zgrafixs;2017-10-29 16:48;0;0;"#zgrafixsworldtour feeling like some one is following me. #vegas #sema2017 @Tilted Kilt Pub and… https://www. instagram.com/p/Ba2dZW1HlEc/";;@Tilted;#zgrafixsworldtour #vegas #sema2017;"924785029049438208";https://twitter.com/Zgrafixs/status/924785029049438208
NateGholston;2017-10-29 16:48;0;0;"Only those who are worthy may claim the title of Thor! #godofthunder #halloween #stormbringer … https://www. instagram.com/p/Ba2dXojBn70/";;;#godofthunder #halloween #stormbringer;"924784962087325696";https://twitter.com/NateGholston/status/924784962087325696
TamekaLindo;2017-10-29 16:47;1;1;"Saturday night seeing Jayz in concert Vegas life. #Vegas #Tmobliearena #jayz #litconcert @… https://www. instagram.com/p/Ba2dT_pF_zl/";;@;#Vegas #Tmobliearena #jayz #litconcert;"924784872224301056";https://twitter.com/TamekaLindo/status/924784872224301056
PASMAG;2017-10-29 16:47;0;0;"@bloodtyperacing edition Ford Focus ST spotted at the ford booth at @semashow ! @The SEMA Show https://www. instagram.com/p/Ba2c81Xnf-I/";;@bloodtyperacing @semashow @The;;"924784791551184897";https://twitter.com/PASMAG/status/924784791551184897
RudyLekar;2017-10-29 16:47;0;0;"#porsche #unobtanium @The SEMA Show https://www. instagram.com/p/Ba2dSJJhpPw/";;@The;#porsche #unobtanium;"924784771841925120";https://twitter.com/RudyLekar/status/924784771841925120
CourtneyLefear;2017-10-29 16:47;0;0;"Día de Los Muertos #halloweenmakeup #photoshoot @Las Vegas, Nevada https://www. instagram.com/p/Ba2dRq-lILZ/";;@Las;#halloweenmakeup #photoshoot;"924784768507506688";https://twitter.com/CourtneyLefear/status/924784768507506688
surf4kate;2017-10-29 16:46;0;2;"Halloween weekend in Vegas with mikster_grauler and knoblochalan @… https://www. instagram.com/p/Ba2dOyeHiXAy Sn7TPlvOqi-4jtRK-jct7pZv_k0/ …";;@;;"924784657878732801";https://twitter.com/surf4kate/status/924784657878732801
super_swirl;2017-10-29 16:46;0;0;"Watch out for all the monsters! This one will give you nightmares. #tasty #monster #cake … https://www. instagram.com/p/Ba2dKD-BxsO/";;;#tasty #monster #cake;"924784500458041344";https://twitter.com/super_swirl/status/924784500458041344
Slickwillys84;2017-10-29 16:44;0;1;"Vivvaaa Las Vegas pic.twitter.com/KHf7lZTtIV";;;;"924784108701548544";https://twitter.com/Slickwillys84/status/924784108701548544
DiazMackie;2017-10-29 16:44;0;0;"#Vegas , join me TONIGHT lacys_urban_nites inside @palominoclublv @7p! FREE entry before 6:30p!… https://www. instagram.com/p/Ba2c5NaFbec/";;@palominoclublv @7p;#Vegas;"924783923657302016";https://twitter.com/DiazMackie/status/924783923657302016
philjon21;2017-10-29 16:43;1;1;"I'm at Nevada https://www. swarmapp.com/c/508b7ZzwrCs";;;;"924783893630382080";https://twitter.com/philjon21/status/924783893630382080
shawnakrebs;2017-10-29 16:41;0;0;"At the starting line...I'm the redhead Infront of the guys with glasses (my fearless CrossFit… https://www. instagram.com/p/Ba2co-5F520/";;;;"924783366733406208";https://twitter.com/shawnakrebs/status/924783366733406208
djinfo1;2017-10-29 16:41;0;0;"Having a talk @North Las Vegas, North Las Vegas, Nevada https://www. instagram.com/p/Ba2cgBXl2BY/";;@North;;"924783349637541888";https://twitter.com/djinfo1/status/924783349637541888
westharmonyLA;2017-10-29 16:41;0;1;"Chilling by the rooftop poolside in Vegas. Life's good. #vegas #stratosphere #rooftop #party … https://www. instagram.com/p/Ba2ck_QgwEW/";;;#vegas #stratosphere #rooftop #party;"924783230108266496";https://twitter.com/westharmonyLA/status/924783230108266496
tigercranesf;2017-10-29 16:40;0;0;"Goodbye #lasvegas @Paris Las Vegas Hotel & Casino https://www. instagram.com/p/Ba2cidknVgs/";;@Paris;#lasvegas;"924783141654372354";https://twitter.com/tigercranesf/status/924783141654372354
Megan_Swanson;2017-10-29 16:38;0;0;"for your mindset today. @Thomas & Mack Center https://www. instagram.com/p/Ba2cNIkHUdk/";;@Thomas;;"924782402458628096";https://twitter.com/Megan_Swanson/status/924782402458628096
cgreen3698;2017-10-29 16:37;0;0;"pumpkin szn is almost over @Halloween Town https://www. instagram.com/p/Ba2cAbalPovK vB4DtmuflDhS_ro3NhXO31xJms0/ …";;@Halloween;;"924782333412167680";https://twitter.com/cgreen3698/status/924782333412167680
AlSaudLV;2017-10-29 16:36;0;0;"#@Summerlin https://www. instagram.com/p/Ba2b1tbhF6eI cvwv2KANWoHUmCX0k1_yg-3bSk0/ …";;@Summerlin;#;"924782103178502144";https://twitter.com/AlSaudLV/status/924782103178502144
RunAmokAmok;2017-10-29 16:36;0;0;"Video 2 of 2 of #DamascusTheDog at the #dogpark . You can definitely see his funny, modified run… https://www. instagram.com/p/Ba2bpR4gwXb/";;;#DamascusTheDog #dogpark;"924782073021206529";https://twitter.com/RunAmokAmok/status/924782073021206529
JustinJaynesMMA;2017-10-29 16:36;0;3;"Great night with the boys at the #fetishandfantasyball . Just like old times at Olivet College.… https://www. instagram.com/p/Ba2cA4HlKIV/";;;#fetishandfantasyball;"924781975419916288";https://twitter.com/JustinJaynesMMA/status/924781975419916288
djinfo1;2017-10-29 16:35;0;1;"A #grateful #skateboarding moment #asr @airwalk_online pusher clothing #longbeach #sandiego … https://www. instagram.com/p/Ba2bwg6FU_N/";;@airwalk_online;#grateful #skateboarding #asr #longbeach #sandiego;"924781848638738438";https://twitter.com/djinfo1/status/924781848638738438
BumpsHollywood;2017-10-29 16:35;0;0;"Outchea tryna make a dollar outta 15 cents! #murdering the #blackjack tables. Flipped 40$ early!… https://www. instagram.com/p/Ba2b8rzhCxs/";;;#murdering #blackjack;"924781844087889920";https://twitter.com/BumpsHollywood/status/924781844087889920
PaulCTijerina;2017-10-29 16:35;0;2;""elegance is simplicity :)"⠀ ⠀ #SHTopeningstatement ⠀ ⠀ I absolutely love the word 'elegance' and… https://www. instagram.com/p/Ba2b8IiF6Nz/";;;#SHTopeningstatement;"924781814517989376";https://twitter.com/PaulCTijerina/status/924781814517989376
QykPick;2017-10-29 16:35;0;0;"Going through old records and always loved this one from… https://www. instagram.com/p/Ba2bvDJAuaU_ ut148Fn2DWhe6tH2CzELlQ1wPc0/ …";;;;"924781730833338368";https://twitter.com/QykPick/status/924781730833338368
sarapdraza;2017-10-29 16:35;0;1;"#Repost @hularev (get_repost) ・・・ Totally rad times at #mainstage #werk #jazzercise #getphysical … https://www. instagram.com/p/Ba2b3eNHNIf/";;@hularev;#Repost #mainstage #werk #jazzercise #getphysical;"924781659102126081";https://twitter.com/sarapdraza/status/924781659102126081
thefatherphil;2017-10-29 16:33;0;0;"#stillheartbroken #everytime #theygoaway #art #magick #friendship #meditation #okc #ontheroad … https://www. instagram.com/p/Ba2br76AMxX/";;;#stillheartbroken #everytime #theygoaway #art #magick #friendship #meditation #okc #ontheroad;"924781258667802624";https://twitter.com/thefatherphil/status/924781258667802624
RunAmokAmok;2017-10-29 16:32;0;0;"#DamascusTheDog running at the #dogpark ! You can see he runs differently and with a bit of a… https://www. instagram.com/p/Ba2bAbagrpT/";;;#DamascusTheDog #dogpark;"924781015150641153";https://twitter.com/RunAmokAmok/status/924781015150641153
CaduEduardoS;2017-10-29 16:30;0;0;"Pensando em vc em Stratosphere Observation Deck https://www. instagram.com/p/Ba2bY65lXZZ/";;;;"924780613730799616";https://twitter.com/CaduEduardoS/status/924780613730799616
nitromafiafc;2017-10-29 16:30;0;1;"A very proud Bob Cousimano. This has been an amazing journey. #coker #cokertire #cokertires … https://www. instagram.com/p/Ba2bXdIhSC-/";;;#coker #cokertire #cokertires;"924780560622538752";https://twitter.com/nitromafiafc/status/924780560622538752
AntonioRivasLLC;2017-10-29 16:30;0;0;"Vegas for work. I want to go home already. The Original Straps by ANTONIO RIVAS.l #dilascia … https://www. instagram.com/p/Ba2bVT9HLCF/";;;#dilascia;"924780516103962625";https://twitter.com/AntonioRivasLLC/status/924780516103962625
flaxolord;2017-10-29 16:30;0;2;"temales?";;;;"924780454326124545";https://twitter.com/flaxolord/status/924780454326124545
TamekaLindo;2017-10-29 16:28;0;0;"Sunday morning funday in Vegas watching my cousins soccer game. Go Marquis. #soccerplayer … https://www. instagram.com/p/Ba2bLJ5lF_C/";;;#soccerplayer;"924780130941140992";https://twitter.com/TamekaLindo/status/924780130941140992
TheRealJayPusha;2017-10-29 16:28;0;1;"Coming Soon! @zayhilfiger " Know Me " Directed by @AaronGFX & @therealjaypusha #WetVisuals … https://www. instagram.com/p/Ba2anysHUin/";;@zayhilfiger @AaronGFX @therealjaypusha;#WetVisuals;"924779995196571648";https://twitter.com/TheRealJayPusha/status/924779995196571648
_EpicNights;2017-10-29 16:27;1;0;"Halloween Vibes @Allure Las Vegas https://www. instagram.com/p/Ba2a7KLgPO1_ oQ7vau1mD4DZgHSydKwSKc8yIw0/ …";;@Allure;;"924779820260708352";https://twitter.com/_EpicNights/status/924779820260708352
SierraFischer;2017-10-29 16:26;0;0;"Noah and Hannah hannah6.7 @Enterprise, Nevada https://www. instagram.com/p/Ba2a36fHNIo/";;@Enterprise;;"924779473605623809";https://twitter.com/SierraFischer/status/924779473605623809
tmj_las_jobs;2017-10-29 16:25;0;0;"We're #hiring ! Read about our latest #job opening here: Beauty Consultant - http:// bit.ly/2lgHFym #LasVegas , NV #CareerArc";;;#hiring #job #LasVegas #CareerArc;"924779179064803329";https://twitter.com/tmj_las_jobs/status/924779179064803329
offsetkustoms;2017-10-29 16:24;0;1;"Here’s a few more shot of this beauty!!! Stella looks better in person so be on the look out for… https://www. instagram.com/p/Ba2aqfEFu9j/";;;;"924779026748715008";https://twitter.com/offsetkustoms/status/924779026748715008
magaorozco;2017-10-29 16:23;0;0;"Just posted a photo @Fremont Street Experience https://www. instagram.com/p/Ba2amclne4B9 EUm6C7uQbXBHiqc98QC-pIX7ig0/ …";;@Fremont;;"924778872427593728";https://twitter.com/magaorozco/status/924778872427593728
ChrisJacobs;2017-10-29 16:23;2;24;"Why you gotta tease me like this ringbrothers??? You know I can spot a B Body at 1000 feet...… https://www. instagram.com/p/Ba2aeUIgT2E/";;;;"924778823459237889";https://twitter.com/ChrisJacobs/status/924778823459237889
smmeyer1868;2017-10-29 16:23;0;2;"Lakenheath crew @Las Vegas, Nevada https://www. instagram.com/p/Ba2ak3bB6nk/";;@Las;;"924778819508211719";https://twitter.com/smmeyer1868/status/924778819508211719
AdamZito;2017-10-29 16:23;0;0;"Go Bills!!! @Buffalo Wild Wings https://www. instagram.com/p/Ba2akktDLzP/";;@Buffalo;;"924778807332089856";https://twitter.com/AdamZito/status/924778807332089856
sidneywilson4;2017-10-29 16:23;0;0;"@lizzette619 shredded . www.sidneywilson4 . One of my hardest working clients . Train with a… https://www. instagram.com/p/Ba2V96elnBJ/";;@lizzette619;;"924778799769808896";https://twitter.com/sidneywilson4/status/924778799769808896
PatrickYuke;2017-10-29 16:21;0;0;"Mini #LobsterRoll @#SugarcaneRawBarGrill #Venetian #Palazzo in #LasVegas #alwayshungry … https://www. instagram.com/p/Ba2aXczljWl/";;@;#LobsterRoll #SugarcaneRawBarGrill #Venetian #Palazzo #LasVegas #alwayshungry;"924778358373744640";https://twitter.com/PatrickYuke/status/924778358373744640
ItsGreeban;2017-10-29 16:21;0;0;"Made it in time for the end of the Sehawks game, Sunday Night Fooball and Game 5 of the World… https://www. instagram.com/p/Ba2aV_3BgM7/";;;;"924778309946429442";https://twitter.com/ItsGreeban/status/924778309946429442
jimmyerazoi;2017-10-29 16:21;0;0;"Fuentes De Bellagio, Un Lugar Maravilloso Que Deslumbra Los Ojos Del… https://www. instagram.com/p/Ba2aV_qgLkQG zEMpbuf9cZApKWUbnGjUD4xFWo0/ …";;;;"924778309933830145";https://twitter.com/jimmyerazoi/status/924778309933830145
jc_niday;2017-10-29 16:21;0;0;"Good afternoon @Downtown Las Vegas https://www. instagram.com/p/Ba2aSkpnhTZ/";;@Downtown;;"924778187862827008";https://twitter.com/jc_niday/status/924778187862827008
GrindinRadio;2017-10-29 16:19;0;0;"#jayz444tour #lastnight in #tmobilearena #success #lasvegas #lasvegasstrip #hov #tidal #grindin … https://www. instagram.com/p/Ba2aI5PFLrc/";;;#jayz444tour #lastnight #tmobilearena #success #lasvegas #lasvegasstrip #hov #tidal #grindin;"924777860010860545";https://twitter.com/GrindinRadio/status/924777860010860545
PokercastAdam;2017-10-29 16:17;0;0;"sweet bathtub";;;;"924777246744702977";https://twitter.com/PokercastAdam/status/924777246744702977
LaurelZacher;2017-10-29 16:17;0;1;"Birthday dinners are always better with friends! #fabulousfifty #birthday #lasvegas #celebrate @… https://www. instagram.com/p/Ba2Z2AtFH9d/";;@;#fabulousfifty #birthday #lasvegas #celebrate;"924777213802639360";https://twitter.com/LaurelZacher/status/924777213802639360
FranzyLeising;2017-10-29 16:16;0;0;"Mimosas during brunch done right with the bottle at the table #lasvegas #lasvegasstrip … https://www. instagram.com/p/Ba2ZzBIDCL5/";;;#lasvegas #lasvegasstrip;"924777109121355776";https://twitter.com/FranzyLeising/status/924777109121355776
ImThePearl;2017-10-29 16:16;0;0;"Night On the Strip with my travel buddies #Vegas #VegasStrong #omnianightclub #VegasStrip … https://www. instagram.com/p/Ba2ZwxQB4VB/";;;#Vegas #VegasStrong #omnianightclub #VegasStrip;"924777040720678912";https://twitter.com/ImThePearl/status/924777040720678912
leecoate;2017-10-29 16:16;0;1;"Played the Las Vegas City Am for the first time in 20 years. Mostly… https://www. instagram.com/p/Ba2ZuG2F27ll vsSQ4L7yhPl13dTE_WY43wj9_o0/ …";;;;"924776945837060097";https://twitter.com/leecoate/status/924776945837060097
hausofSannin;2017-10-29 16:15;0;0;"So much promise #JUICYOLIVE #gaymen #gayfit #daddyaf #elite #twunk #discouraged #androgynous … https://www. instagram.com/p/Ba2Zo98Bt2G/";;;#JUICYOLIVE #gaymen #gayfit #daddyaf #elite #twunk #discouraged #androgynous;"924776764722860032";https://twitter.com/hausofSannin/status/924776764722860032
JennnaMacLellan;2017-10-29 16:15;0;0;"When the going gets weird, the weird turns pro. - Hunter S. Thompson #fearandloathing @Las… https://www. instagram.com/p/Ba2ZmHAhA6P/";;@Las;#fearandloathing;"924776671328309250";https://twitter.com/JennnaMacLellan/status/924776671328309250
Zgrafixs;2017-10-29 16:14;0;0;"#zgrafixsworldtour grabbing some grub #tiltedkilt #vegas @Off the Strip at The LINQ https://www. instagram.com/p/Ba2ZhFKnHz-/";;@Off;#zgrafixsworldtour #tiltedkilt #vegas;"924776486002814976";https://twitter.com/Zgrafixs/status/924776486002814976
FranzyLeising;2017-10-29 16:14;0;0;"BLT Bloody-marry for breakfast! #bloodymarry #lasvegas #vegasstrip #brunch @Hash House a Go Go https://www. instagram.com/p/Ba2Zgq-DHcg/";;@Hash;#bloodymarry #lasvegas #vegasstrip #brunch;"924776483972718592";https://twitter.com/FranzyLeising/status/924776483972718592
morganregriff;2017-10-29 16:13;0;0;"Alvin, Simon & Theodore for last nights Halloween festivities @Fremont Street Experience https://www. instagram.com/p/Ba2ZbibhrX2/";;@Fremont;;"924776300631547915";https://twitter.com/morganregriff/status/924776300631547915
sashrincon;2017-10-29 16:12;0;0;"#19th #anniversary #camachoclan Celebration Day 3...avengersstation… https://www. instagram.com/p/Ba2ZTtIjGs8J Z4ckkFm1nn8hJPZztyfT1yoeco0/ …";;;#19th #anniversary #camachoclan;"924776049145245696";https://twitter.com/sashrincon/status/924776049145245696
IamNotAstar;2017-10-29 16:12;0;0;"27 Years Later.. @Las Vegas, Nevada https://www. instagram.com/p/Ba2ZOjzgYOU/";;@Las;;"924775856660238336";https://twitter.com/IamNotAstar/status/924775856660238336
SirKaneLocsta;2017-10-29 16:11;0;0;"@Las Vegas, Nevada https://www. instagram.com/p/Ba2ZMkilHC2S hOOFCgr0M4b1NKsRnqKJzcMfZs0/ …";;@Las;;"924775789765148673";https://twitter.com/SirKaneLocsta/status/924775789765148673
MissMyaVIPHOST;2017-10-29 16:11;0;0;"#VanityNightclub #DJJAYBLING Ladies free and guys are free with a lady. Guys reduced. Ladies… https://www. instagram.com/p/Ba2ZLHgjbuX/";;;#VanityNightclub #DJJAYBLING;"924775736543731712";https://twitter.com/MissMyaVIPHOST/status/924775736543731712
BEERMONSTER1234;2017-10-29 16:11;0;0;"Drinking a Stella Artois by @StellaArtois at @luxorlv — http:// untp.beer/s/c521360539";;@StellaArtois @luxorlv;;"924775720265674752";https://twitter.com/BEERMONSTER1234/status/924775720265674752
MissMyaVIPHOST;2017-10-29 16:11;0;0;"#VanityNightclub #DJJAYBLING Ladies free and guys are free with a lady. Guys reduced. Ladies… https://www. instagram.com/p/Ba2ZJX6jNfI/";;;#VanityNightclub #DJJAYBLING;"924775678779764737";https://twitter.com/MissMyaVIPHOST/status/924775678779764737
MissMyaVIPHOST;2017-10-29 16:10;0;0;"#VanityNightclub #DJJAYBLING Ladies free and guys are free with a lady. Guys reduced. Ladies… https://www. instagram.com/p/Ba2ZGSODz5S/";;;#VanityNightclub #DJJAYBLING;"924775574752628736";https://twitter.com/MissMyaVIPHOST/status/924775574752628736
f_alh97_;2017-10-29 16:10;0;1;"I'm at @InNOutBurger in Las Vegas, NV https://www. swarmapp.com/c/curaI9SJ2CE";;@InNOutBurger;;"924775361153552384";https://twitter.com/f_alh97_/status/924775361153552384
SirKaneLocsta;2017-10-29 16:09;0;0;"Just posted a photo @Las Vegas, Nevada https://www. instagram.com/p/Ba2Y81hF12hW YnMg1x-nUySG6cetUMo-SDlLBs0/ …";;@Las;;"924775244396617728";https://twitter.com/SirKaneLocsta/status/924775244396617728
imthedyingboy;2017-10-29 16:07;0;0;"/wheels\ @Crystal Palace https://www. instagram.com/p/Ba2YwR0B9rN/";;@Crystal;;"924774818192375809";https://twitter.com/imthedyingboy/status/924774818192375809
mminalle;2017-10-29 16:07;0;0;"the beauty of this place em Caesars Palace https://www. instagram.com/p/Ba2YvgyHw-en yzOGJVBvC4nNoWb8jhn8XtSNUA0/ …";;;;"924774787628589060";https://twitter.com/mminalle/status/924774787628589060
Letzgitit;2017-10-29 16:06;1;1;"Hip Hop Party Tonight with Me 10/29 @kidconrad at @thebanklv #thebanklv Nightclub Lets Git It… https://www. instagram.com/p/Ba2YfBtHBef/";;@kidconrad @thebanklv;#thebanklv;"924774563484876800";https://twitter.com/Letzgitit/status/924774563484876800
360iNetwork;2017-10-29 16:06;0;0;". . . . . #msop #golf #vegas #setlfie #tvproduction #film #progolf #filmandtv #puting … https://www. instagram.com/p/Ba2Yn0WFJU7/";;;#msop #golf #vegas #setlfie #tvproduction #film #progolf #filmandtv #puting;"924774527216709633";https://twitter.com/360iNetwork/status/924774527216709633
beaucwoodward;2017-10-29 16:06;0;0;"#Halloween #happyhalloween #ashleigh #beau #woodward … https://www. instagram.com/p/Ba2YJAQAqRpg jfwZgYMvW4Fvt7DWl3FeqVH6go0/ …";;;#Halloween #happyhalloween #ashleigh #beau #woodward;"924774347654524928";https://twitter.com/beaucwoodward/status/924774347654524928
Lula2713;2017-10-29 16:05;0;0;"Still here #vegas @Franklin At Delano https://www. instagram.com/p/Ba2YiVIF6-3/";;@Franklin;#vegas;"924774340058476545";https://twitter.com/Lula2713/status/924774340058476545
AdventuresAtl;2017-10-29 16:05;0;0;"Absolutely #epic eltonjohn show last night @caesarspalace #thecolluseum ! He did all the hits… https://www. instagram.com/p/Ba2X8SIBCz9/";;@caesarspalace;#epic #thecolluseum;"924774276905013253";https://twitter.com/AdventuresAtl/status/924774276905013253
Razor_Ray15;2017-10-29 16:05;0;0;"Great Chip Shot Kid #younglion #chip #shot #blackkidsgolf #blackkidsgolftoo #uskidsgolf … https://www. instagram.com/p/Ba2YWC2DpLJ/";;;#younglion #chip #shot #blackkidsgolf #blackkidsgolftoo #uskidsgolf;"924774178351284224";https://twitter.com/Razor_Ray15/status/924774178351284224
tmj_las_jobs;2017-10-29 16:04;0;0;"This #job might be a great fit for you: Shift Supervisor Management Trainee - http:// bit.ly/2h3PqVn #LasVegas , NV #Hiring #CareerArc";;;#job #LasVegas #Hiring #CareerArc;"924774053939838976";https://twitter.com/tmj_las_jobs/status/924774053939838976
ThaAudioUnit;2017-10-29 16:04;0;0;"@the D Las Vegas https://www. instagram.com/p/Ba2YVYbnZRx/";;@the;;"924773891091951621";https://twitter.com/ThaAudioUnit/status/924773891091951621
Liam_TheDogtown;2017-10-29 16:03;0;0;"Rocking #VooDoo Nightclub in #LasVegas . Young and hungry for great things! … https://www. instagram.com/p/Ba2YTaGlqMq/";;;#VooDoo #LasVegas;"924773819599921152";https://twitter.com/Liam_TheDogtown/status/924773819599921152
